user_id,username,email,role,joined_at,karma_posts,karma_comments,num_posts,num_comments,communities_followed
U01372,donald49198,donald49198@gmail.com,user,2024-07-26,682,3685,171,43,"C131,C030,C006,C033,C196,C028"
U01373,charlesaustin249,charlesaustin249@yahoo.com,user,2024-10-17,532,1261,146,410,"C200,C023,C020,C003"
U01374,bwilliams741,bwilliams741@yahoo.com,user,2025-09-18,2794,576,39,298,"C162,C085,C171,C028,C157,C032,C015,C181"
U01375,rodriguezbrian143,rodriguezbrian143@yahoo.com,user,2025-08-02,664,1520,23,367,"C001,C111"
U01376,mwhite811,mwhite811@hotmail.com,user,2024-06-12,409,650,99,164,"C050,C122,C051,C182,C127,C155,C181,C048,C121"
U01377,tjensen295,tjensen295@yahoo.com,user,2025-04-04,501,3625,47,259,C021
U01378,jenniferlambert181,jenniferlambert181@hotmail.com,mod,2024-07-23,1178,4440,147,498,"C180,C032,C195,C020"
U01379,beltrankatelyn193,beltrankatelyn193@yahoo.com,user,2024-09-06,1865,1330,101,325,"C076,C154,C106,C130,C164,C074,C056,C110,C065,C089"
U01380,christopherlang754,christopherlang754@hotmail.com,user,2024-01-06,2061,2305,193,82,"C016,C017"
U01381,tdavis506,tdavis506@hotmail.com,user,2025-07-23,494,3523,20,345,"C004,C191,C173,C023,C082,C151,C198,C093"
U01382,oruiz715,oruiz715@gmail.com,user,2025-06-10,539,4662,67,372,"C116,C092,C191,C123,C095,C128"
U01383,roberta62308,roberta62308@hotmail.com,user,2024-08-31,4472,1558,58,300,"C011,C177,C091"
U01384,kristina57420,kristina57420@yahoo.com,user,2024-12-24,2657,3303,118,444,"C116,C040,C037,C189,C193,C099,C108,C007"
U01385,jonesdaniel895,jonesdaniel895@yahoo.com,user,2024-09-03,3124,1223,102,187,C112
U01386,ssingleton811,ssingleton811@yahoo.com,user,2024-05-14,1237,4857,47,111,"C005,C101"
U01387,williamsullivan484,williamsullivan484@hotmail.com,user,2024-09-19,1620,177,127,200,"C078,C141,C072"
U01388,nguyendebra234,nguyendebra234@yahoo.com,user,2025-04-16,4088,3545,111,485,"C125,C171,C016"
U01389,amorales362,amorales362@gmail.com,mod,2024-02-21,2648,3905,155,148,"C061,C133,C127"
U01390,amydickson823,amydickson823@yahoo.com,user,2025-01-15,106,2523,161,81,"C162,C080,C176,C159,C110,C157"
U01391,petersonlisa125,petersonlisa125@hotmail.com,user,2025-02-15,2309,2794,185,191,"C095,C145,C122"
U01392,bmueller65,bmueller65@hotmail.com,user,2024-10-14,3416,2016,53,483,"C177,C060,C081,C163,C122,C072"
U01393,amy32569,amy32569@hotmail.com,user,2025-09-08,2712,1592,32,494,"C162,C147,C059,C182,C152,C157"
U01394,stevensonjennifer243,stevensonjennifer243@yahoo.com,user,2024-07-12,4002,4614,120,455,C081
U01395,vargassteven524,vargassteven524@hotmail.com,user,2024-10-25,1215,2634,20,270,"C119,C155,C187,C069,C018,C116,C100,C200"
U01396,shortgregory198,shortgregory198@yahoo.com,user,2024-08-02,1172,2980,199,30,"C064,C058,C163,C001,C084,C092,C159,C124"
U01397,georgegina576,georgegina576@hotmail.com,user,2024-07-30,2621,3970,80,309,"C052,C166,C049,C153,C155,C031,C076,C188,C016"
U01398,pmurphy754,pmurphy754@hotmail.com,user,2025-02-10,4129,2313,63,404,"C109,C180,C003,C077,C067,C053,C037"
U01399,davislisa304,davislisa304@hotmail.com,user,2025-05-21,3452,644,94,238,"C115,C161,C098"
U01400,shermandonna569,shermandonna569@yahoo.com,user,2024-12-10,2573,882,70,233,"C051,C181,C156,C117,C073"
U01401,peter97167,peter97167@gmail.com,user,2024-09-07,138,1015,13,444,"C142,C123,C095,C037,C081,C185"
U01402,erinstewart385,erinstewart385@hotmail.com,user,2025-05-03,3557,2653,101,91,"C157,C195,C009,C165,C073,C083"
U01403,samantha65580,samantha65580@gmail.com,user,2024-01-31,4191,457,185,367,"C128,C017,C018"
U01404,carrwilliam144,carrwilliam144@gmail.com,user,2025-02-10,1338,1925,23,386,"C092,C087,C021,C106,C088,C193"
U01405,bryan8072,bryan8072@gmail.com,user,2025-02-27,509,4298,106,328,"C178,C040,C141,C023,C054,C115,C041"
U01406,daniel40119,daniel40119@gmail.com,user,2024-07-21,1862,1960,14,330,"C007,C014,C165,C179,C058,C123,C011,C057,C195"
U01407,zpark239,zpark239@hotmail.com,mod,2024-04-16,4100,2617,82,198,"C005,C131,C196,C075,C127,C007,C172"
U01408,jennifer66732,jennifer66732@yahoo.com,user,2025-03-03,556,328,51,301,C054
U01409,elainewells236,elainewells236@gmail.com,user,2024-01-06,2862,660,148,451,"C131,C043,C102,C055,C039,C138"
U01410,xbridges8,xbridges8@yahoo.com,user,2025-08-01,2305,2176,142,191,"C100,C041,C052,C194,C156,C066,C086,C051,C084"
U01411,keithsalas920,keithsalas920@gmail.com,user,2024-04-02,2337,3699,7,228,"C167,C172,C132,C198,C104,C053,C048,C029,C011,C100"
U01412,alexanderwong824,alexanderwong824@gmail.com,user,2024-06-08,1639,4671,188,382,"C177,C173,C055,C152,C078"
U01413,ibarrett370,ibarrett370@gmail.com,user,2025-05-18,1882,4643,64,111,"C007,C080,C004,C056,C047,C086,C053,C128,C185"
U01414,dawnperry398,dawnperry398@yahoo.com,user,2024-12-21,3201,4930,192,84,"C123,C144,C153,C074,C171,C064,C020,C158"
U01415,dhanson110,dhanson110@hotmail.com,user,2025-10-24,255,409,2,484,"C001,C078,C114,C098,C187"
U01416,carnold582,carnold582@yahoo.com,mod,2024-03-16,438,3015,55,330,"C109,C190,C096,C020"
U01417,jeremiah69287,jeremiah69287@gmail.com,user,2024-01-18,2436,286,30,154,"C068,C117,C053"
U01418,pbradford124,pbradford124@hotmail.com,user,2025-08-01,248,3903,44,7,"C023,C186"
U01419,robert89241,robert89241@yahoo.com,user,2025-03-26,4566,2237,69,11,"C123,C017,C188,C178,C040,C056,C102,C174,C097,C008"
U01420,goodashley39,goodashley39@hotmail.com,user,2025-10-07,3815,3378,44,498,C148
U01421,daniel71919,daniel71919@gmail.com,user,2024-02-18,2300,2306,184,245,"C069,C007,C172,C070"
U01422,steven18987,steven18987@hotmail.com,user,2024-07-01,3669,15,166,22,"C112,C144,C180,C126,C060,C184,C191,C013,C074,C094"
U01423,sanchezcrystal91,sanchezcrystal91@hotmail.com,user,2024-12-20,3870,4461,41,191,"C186,C142,C139,C038,C083,C189"
U01424,suttonamber655,suttonamber655@hotmail.com,user,2024-05-15,4753,3291,95,239,"C197,C075,C038,C173,C193,C127"
U01425,chloe58692,chloe58692@gmail.com,user,2024-10-06,3536,708,154,129,"C086,C092,C166"
U01426,egibson478,egibson478@hotmail.com,user,2025-02-22,1345,350,87,259,"C154,C088,C139"
U01427,robert44648,robert44648@gmail.com,user,2024-05-03,4699,1142,52,422,"C021,C108,C029,C129,C140,C011,C134"
U01428,nealcarla107,nealcarla107@yahoo.com,user,2024-07-16,4509,1349,189,116,"C126,C030,C084,C188,C096,C141"
U01429,bryan79960,bryan79960@gmail.com,user,2025-05-25,3217,1794,147,179,"C177,C193,C028,C058,C164,C165,C117"
U01430,douglaskelly160,douglaskelly160@hotmail.com,user,2025-08-08,1542,4,129,409,"C127,C037"
U01431,mitchellchristopher938,mitchellchristopher938@hotmail.com,user,2024-08-26,1981,3326,77,422,"C139,C164,C025,C049"
U01432,yorkjoshua25,yorkjoshua25@gmail.com,user,2024-08-17,991,1696,47,423,"C018,C065"
U01433,joshua40464,joshua40464@hotmail.com,mod,2024-11-23,2928,3301,2,357,"C077,C088,C100,C096,C054,C078,C110,C159,C151,C123"
U01434,munozrenee651,munozrenee651@hotmail.com,user,2024-02-02,4025,258,127,163,"C008,C066,C180,C122,C099,C193"
U01435,donnawood552,donnawood552@gmail.com,user,2024-11-24,4809,2875,175,251,C098
U01436,kimberly3740,kimberly3740@gmail.com,mod,2025-08-12,711,3890,64,278,"C022,C063"
U01437,cooperchristopher742,cooperchristopher742@gmail.com,user,2025-05-05,770,3724,97,383,"C062,C155,C121,C009,C083,C080"
U01438,marymullins566,marymullins566@yahoo.com,user,2025-10-25,3696,1774,157,210,"C003,C176"
U01439,cyoung132,cyoung132@hotmail.com,user,2025-06-08,231,4147,113,35,"C047,C119,C071,C179,C145,C100,C138,C168,C186"
U01440,jasonnavarro50,jasonnavarro50@yahoo.com,user,2024-04-01,4233,4023,44,461,"C076,C042,C011,C075,C154,C085,C110,C029"
U01441,maykarla704,maykarla704@gmail.com,user,2025-10-12,629,1631,123,248,"C002,C100,C199,C191"
U01442,jacksonraymond827,jacksonraymond827@yahoo.com,user,2024-05-17,3086,359,77,93,"C088,C175,C150,C127"
U01443,wreese235,wreese235@hotmail.com,user,2025-09-19,951,831,42,71,"C190,C155,C145"
U01444,noahthornton25,noahthornton25@yahoo.com,user,2024-10-11,3522,168,181,268,"C163,C140,C028,C108,C122,C009"
U01445,dustin60286,dustin60286@yahoo.com,user,2025-06-29,3459,548,16,44,"C171,C092,C122,C103,C130"
U01446,ureyes942,ureyes942@hotmail.com,user,2024-04-16,991,197,41,44,"C048,C171,C051,C115,C169,C140,C096,C143,C068,C123"
U01447,davisamanda69,davisamanda69@yahoo.com,mod,2025-05-24,1519,4768,105,59,"C011,C060,C052,C038,C077,C035,C192,C180,C101"
U01448,pbishop12,pbishop12@yahoo.com,user,2025-01-31,99,923,134,340,"C150,C136,C003,C078,C036"
U01449,joseph14328,joseph14328@hotmail.com,mod,2025-10-30,3935,1749,48,339,"C123,C055,C026,C045,C100,C142,C163,C161"
U01450,rmurray555,rmurray555@hotmail.com,user,2024-02-25,1196,1040,130,74,"C123,C132"
U01451,jessicachapman75,jessicachapman75@gmail.com,user,2024-07-10,3387,2963,57,423,"C105,C016,C193,C111,C011"
U01452,erica25892,erica25892@hotmail.com,user,2024-11-02,226,1577,171,371,"C101,C116,C156,C058,C192,C033"
U01453,chambersmarie491,chambersmarie491@gmail.com,user,2025-09-05,4174,3330,165,446,"C062,C154,C134"
U01454,gdavis295,gdavis295@hotmail.com,user,2024-02-28,3545,4913,7,213,"C144,C022"
U01455,ubell722,ubell722@yahoo.com,user,2024-04-23,327,3027,71,201,"C119,C167,C088,C078,C138"
U01456,james09620,james09620@gmail.com,user,2024-08-27,3849,4189,124,197,"C178,C144,C175,C155,C154,C170,C147,C036,C121,C087"
U01457,maysdiane94,maysdiane94@gmail.com,user,2024-09-22,4364,4235,157,323,"C065,C162"
U01458,ericksondavid275,ericksondavid275@hotmail.com,mod,2024-08-12,4869,4206,58,160,"C062,C145,C049,C090,C079,C050"
U01459,nicholasgallagher846,nicholasgallagher846@hotmail.com,user,2025-06-09,3371,2281,67,306,"C172,C169,C049,C197,C157,C036,C198"
U01460,pauladominguez705,pauladominguez705@yahoo.com,user,2025-06-17,2961,4446,141,164,"C119,C149,C134,C045"
U01461,steven17121,steven17121@yahoo.com,user,2024-08-14,2023,1685,153,404,"C047,C166,C128,C096,C063,C101"
U01462,qschwartz496,qschwartz496@yahoo.com,user,2025-03-17,3760,4402,87,74,"C156,C019,C065,C032,C097"
U01463,fernando14833,fernando14833@gmail.com,user,2024-11-01,26,545,48,415,"C127,C117,C141,C150,C071"
U01464,dprice524,dprice524@yahoo.com,user,2024-06-03,2176,417,109,321,"C153,C028,C122,C112,C100,C081,C031,C036"
U01465,gregory17186,gregory17186@gmail.com,user,2025-08-13,446,336,17,142,"C141,C138"
U01466,fwhite275,fwhite275@gmail.com,user,2024-03-15,3467,1678,10,456,"C016,C003,C029,C087,C160,C185,C071,C073,C111,C062"
U01467,amberreynolds237,amberreynolds237@hotmail.com,user,2025-04-13,4674,2185,141,181,"C039,C006,C142,C150"
U01468,gainesjennifer325,gainesjennifer325@gmail.com,user,2024-05-13,3139,1664,138,315,C042
U01469,jonesashley94,jonesashley94@yahoo.com,user,2025-04-22,2209,3983,31,48,"C105,C057,C062,C118"
U01470,fsmith625,fsmith625@gmail.com,user,2024-05-14,1805,2289,27,1,"C172,C079,C112,C149"
U01471,fitzpatrickelizabeth882,fitzpatrickelizabeth882@yahoo.com,user,2024-10-27,3654,1748,59,51,"C105,C183"
U01472,isabelconway455,isabelconway455@hotmail.com,user,2025-07-28,3149,3114,5,277,"C053,C173,C126,C112,C135"
U01473,robertsonshelby351,robertsonshelby351@yahoo.com,user,2025-01-22,4157,3177,113,310,"C096,C037,C181,C020"
U01474,ugraham616,ugraham616@gmail.com,user,2025-06-14,3093,1379,103,106,"C081,C091,C104,C071"
U01475,aaronfinley255,aaronfinley255@yahoo.com,user,2024-06-28,3108,4918,120,491,C176
U01476,bradleysavannah958,bradleysavannah958@yahoo.com,user,2025-05-16,529,3704,182,409,C100
U01477,evelyn60586,evelyn60586@hotmail.com,user,2024-10-22,167,4021,111,370,"C109,C023,C112,C066,C090,C059,C069,C094"
U01478,diazmelissa934,diazmelissa934@yahoo.com,admin,2025-01-06,1295,1380,56,437,"C166,C133,C154,C136,C051,C010,C098,C094,C013,C195"
U01479,randallkathleen235,randallkathleen235@yahoo.com,user,2024-05-03,756,4528,12,128,"C135,C066"
U01480,gregorywilliams464,gregorywilliams464@yahoo.com,user,2024-04-20,3570,2281,47,117,"C080,C043,C134,C018,C060,C024,C159"
U01481,kentprice54,kentprice54@gmail.com,user,2025-08-31,1441,2361,140,240,"C043,C061,C005,C051,C155,C183,C020"
U01482,tom7369,tom7369@gmail.com,user,2024-07-27,1464,4374,31,398,"C142,C195,C095,C186,C046,C040,C137,C048"
U01483,leejennifer252,leejennifer252@hotmail.com,user,2024-09-09,1407,2230,131,416,C129
U01484,tracybrown517,tracybrown517@hotmail.com,user,2024-11-01,1105,1368,12,240,"C034,C062,C156"
U01485,victor70855,victor70855@gmail.com,user,2025-08-31,2287,3788,62,232,"C182,C029,C183"
U01486,brian06255,brian06255@gmail.com,user,2025-04-15,346,549,96,69,C074
U01487,lindsaycontreras472,lindsaycontreras472@yahoo.com,user,2025-01-15,3235,4508,138,371,"C135,C120,C166,C134,C091,C156,C148"
U01488,joycehall736,joycehall736@gmail.com,user,2024-11-10,2059,4288,104,85,"C128,C033,C010,C053,C019,C154,C095,C077,C030"
U01489,mosstracy619,mosstracy619@gmail.com,user,2024-10-24,3079,2453,95,12,"C125,C051,C193,C005,C056,C112"
U01490,nmeadows794,nmeadows794@gmail.com,user,2024-04-24,3685,4836,194,383,"C167,C078,C102"
U01491,jacquelineanderson251,jacquelineanderson251@gmail.com,user,2024-06-25,3596,2071,124,204,"C183,C120,C096,C053,C119,C034,C107,C014"
U01492,conwaylori252,conwaylori252@gmail.com,mod,2025-05-12,829,2420,95,27,"C120,C099,C168,C111,C020,C154"
U01493,lcarr302,lcarr302@gmail.com,user,2025-02-02,4518,3908,10,478,"C018,C091,C085,C050,C080,C130,C043,C003"
U01494,wilsonbrooke104,wilsonbrooke104@hotmail.com,user,2025-07-06,4600,2208,15,12,"C056,C162,C134,C096,C007,C115,C104,C086,C157"
U01495,bryanharris472,bryanharris472@yahoo.com,user,2024-09-10,2334,3014,13,410,"C150,C032,C113,C195,C125,C111,C196,C132,C010"
U01496,rnguyen683,rnguyen683@hotmail.com,user,2025-07-19,4639,4144,17,495,"C097,C085,C170"
U01497,marcoconnell732,marcoconnell732@gmail.com,user,2025-07-15,2188,1179,36,390,"C024,C158,C099,C071"
U01498,watkinsmatthew404,watkinsmatthew404@gmail.com,user,2024-02-04,2481,99,34,99,"C146,C050,C107,C039,C110,C141,C066"
U01499,donald62939,donald62939@hotmail.com,user,2024-02-21,1338,306,67,372,"C017,C057,C120,C043,C173,C127,C030,C021"
U01500,angela73686,angela73686@hotmail.com,user,2024-09-23,3048,3841,66,295,"C141,C190,C085,C162,C171,C084,C135,C040,C175"
U01501,andersonkylie856,andersonkylie856@hotmail.com,user,2025-02-07,2285,4864,199,459,"C058,C006,C112,C124"
U01502,bstrickland279,bstrickland279@yahoo.com,user,2025-01-30,2462,4086,185,207,C152
U01503,smithharry308,smithharry308@gmail.com,user,2024-07-19,872,1212,142,114,"C064,C119,C040,C026"
U01504,robert72715,robert72715@gmail.com,user,2024-10-08,3380,3275,107,290,"C077,C021,C063,C042,C160,C124"
U01505,daniellemills972,daniellemills972@yahoo.com,mod,2024-02-21,2571,466,111,207,"C040,C107,C122,C008,C086,C095,C031"
U01506,sharonbishop316,sharonbishop316@gmail.com,user,2025-01-17,3246,4820,54,207,"C061,C074,C063,C157,C043,C087,C041"
U01507,jennifersalazar613,jennifersalazar613@gmail.com,user,2024-10-19,678,824,21,42,C039
U01508,michael08554,michael08554@gmail.com,user,2024-03-12,1244,420,0,241,"C009,C035,C075"
U01509,davidmoreno864,davidmoreno864@gmail.com,user,2025-06-16,2926,4685,22,20,"C080,C085,C026"
U01510,michelle8840,michelle8840@gmail.com,admin,2024-03-04,323,1,49,404,"C101,C126,C028"
U01511,qtownsend274,qtownsend274@gmail.com,user,2025-04-23,4309,587,156,145,"C017,C119,C156"
U01512,brian12873,brian12873@hotmail.com,user,2025-05-14,4217,787,127,310,"C177,C073,C009,C101"
U01513,kjimenez873,kjimenez873@hotmail.com,user,2024-05-06,3872,3706,91,487,"C079,C076,C168,C181,C103,C108,C061,C080,C171"
U01514,brownmichael335,brownmichael335@gmail.com,user,2024-12-24,1218,1271,9,40,C151
U01515,nking897,nking897@yahoo.com,user,2024-03-24,3677,1033,38,370,"C073,C198"
U01516,garciabrian341,garciabrian341@hotmail.com,user,2025-03-25,1959,3945,111,209,"C165,C172"
U01517,ericjohnson966,ericjohnson966@hotmail.com,user,2025-07-20,4814,2478,181,107,"C168,C009,C094,C041,C101,C050,C089,C017"
U01518,jonesjoe51,jonesjoe51@yahoo.com,user,2025-10-24,2065,3191,47,416,"C119,C169,C102,C182,C083,C116,C035,C084"
U01519,robert53764,robert53764@gmail.com,mod,2024-11-24,2578,4641,179,94,C043
U01520,jeremy36978,jeremy36978@gmail.com,user,2024-03-13,3988,2740,37,21,"C062,C132,C155"
U01521,evance508,evance508@yahoo.com,mod,2024-06-06,1478,3423,9,394,C162
U01522,bbrown370,bbrown370@gmail.com,user,2025-09-13,3055,2762,0,53,"C198,C129,C052,C055,C038,C086,C175,C169"
U01523,sarahgibson879,sarahgibson879@yahoo.com,user,2025-01-27,2240,4348,100,455,"C152,C157,C051,C112,C198,C188,C011,C117,C185"
U01524,derek35606,derek35606@yahoo.com,user,2025-02-22,3739,364,72,170,C105
U01525,matthewjohnson604,matthewjohnson604@hotmail.com,user,2025-09-07,514,3887,106,475,"C156,C147,C060,C081,C152,C058,C116,C068"
U01526,ramirezdaniel308,ramirezdaniel308@yahoo.com,user,2025-10-23,317,1879,171,463,"C066,C102,C068,C002,C136,C059,C011,C057,C116,C062"
U01527,wbarnes407,wbarnes407@yahoo.com,user,2024-02-07,623,2241,137,416,"C107,C005,C129,C188,C197,C164,C079,C154,C170"
U01528,oliviamunoz53,oliviamunoz53@hotmail.com,user,2025-03-26,1748,4375,169,282,"C200,C030,C061,C100,C144"
U01529,belindatran744,belindatran744@gmail.com,user,2025-02-27,1640,116,175,219,"C085,C166"
U01530,jenkinsaimee252,jenkinsaimee252@gmail.com,mod,2024-01-17,814,1063,191,374,"C044,C169,C075,C172,C066"
U01531,rhood426,rhood426@gmail.com,user,2024-11-27,1671,1342,92,49,"C080,C139,C178,C141,C164"
U01532,pfitzgerald71,pfitzgerald71@gmail.com,user,2024-04-30,994,27,61,33,"C046,C030,C196,C116,C087"
U01533,ryan39125,ryan39125@gmail.com,user,2025-10-10,4379,3811,130,62,"C172,C158,C072,C022,C092,C024,C091,C046"
U01534,butlerbradley398,butlerbradley398@yahoo.com,user,2025-02-27,2050,149,158,411,"C017,C042"
U01535,simmonsphillip150,simmonsphillip150@hotmail.com,user,2025-02-09,4381,1590,122,473,"C008,C088,C100,C194,C111,C027"
U01536,chavezjohn827,chavezjohn827@hotmail.com,user,2025-09-22,3296,1739,42,97,"C164,C124,C199,C151,C192,C179,C018,C191,C059,C169"
U01537,steelerichard957,steelerichard957@gmail.com,user,2025-01-18,4566,3750,99,164,"C051,C011,C010,C116,C049,C001"
U01538,michaelallen585,michaelallen585@gmail.com,user,2025-05-31,3051,2774,106,383,C081
U01539,castillokevin883,castillokevin883@hotmail.com,user,2024-04-14,786,4871,133,287,"C152,C035"
U01540,vhodge485,vhodge485@hotmail.com,user,2025-03-04,2791,981,159,415,C164
U01541,braysteven325,braysteven325@gmail.com,user,2025-02-21,3486,2403,9,439,"C015,C077"
U01542,xlopez681,xlopez681@hotmail.com,mod,2024-04-16,2115,3109,39,143,"C106,C020,C136,C094,C128,C079"
U01543,apadilla757,apadilla757@hotmail.com,user,2024-01-18,214,2335,83,94,"C036,C135"
U01544,cruzhannah618,cruzhannah618@hotmail.com,user,2024-03-18,2969,928,24,499,"C197,C086,C082,C032,C047"
U01545,phillipskaren591,phillipskaren591@hotmail.com,user,2025-09-13,645,1896,12,141,"C195,C141,C194,C139,C021"
U01546,kristinmiller832,kristinmiller832@yahoo.com,user,2025-03-24,4473,2434,141,336,"C026,C104,C193,C011,C080"
U01547,robertsonrenee941,robertsonrenee941@yahoo.com,user,2024-03-13,2730,2204,189,26,"C018,C025,C151"
U01548,rodriguezmichael5,rodriguezmichael5@hotmail.com,user,2025-01-05,348,3843,92,207,"C028,C068,C041,C152,C144,C064,C021,C086,C044"
U01549,diazgregory190,diazgregory190@hotmail.com,user,2025-03-17,850,137,120,111,"C044,C189,C175"
U01550,castrokim522,castrokim522@gmail.com,user,2024-11-12,43,4284,69,295,"C127,C141,C061,C016"
U01551,john17441,john17441@hotmail.com,user,2025-06-01,3182,1576,135,149,"C035,C104,C152,C106,C149,C074"
U01552,karenhodges276,karenhodges276@yahoo.com,user,2025-10-26,1021,3442,65,331,"C128,C001,C030,C104,C152,C049,C192,C065,C177,C033"
U01553,rachael86591,rachael86591@yahoo.com,user,2025-05-12,4753,982,171,127,"C183,C011,C060"
U01554,brownmichael256,brownmichael256@yahoo.com,user,2025-07-21,591,3233,34,494,"C071,C029,C148,C001"
U01555,harrisonamanda668,harrisonamanda668@hotmail.com,user,2024-03-27,112,3386,27,174,"C115,C037,C038,C186"
U01556,shannon51664,shannon51664@gmail.com,user,2024-10-13,2663,3367,96,337,"C175,C071,C114,C170,C052,C163,C038,C053,C100"
U01557,zmiller362,zmiller362@gmail.com,user,2025-06-01,1988,4013,125,485,"C112,C013,C065,C001,C111"
U01558,susan11475,susan11475@gmail.com,user,2025-08-29,488,3758,134,148,"C106,C029,C074,C037"
U01559,daniel27291,daniel27291@gmail.com,user,2024-11-27,112,3876,195,271,"C151,C117"
U01560,abigailburton357,abigailburton357@yahoo.com,user,2024-06-23,3681,1645,176,442,"C123,C100,C070,C042,C057"
U01561,imontes449,imontes449@gmail.com,user,2024-01-14,1920,3980,98,112,"C131,C165,C038,C029,C069,C185,C095,C134,C066"
U01562,creed707,creed707@hotmail.com,user,2025-10-31,4231,2541,191,206,C017
U01563,carterbryan581,carterbryan581@gmail.com,mod,2024-03-24,1976,2316,64,414,"C194,C172,C143,C158"
U01564,robert55589,robert55589@yahoo.com,user,2025-02-15,1498,4071,135,1,"C006,C084,C197"
U01565,kellis707,kellis707@gmail.com,user,2024-11-22,4652,2795,0,246,"C048,C028,C188,C079"
U01566,george43739,george43739@yahoo.com,user,2024-07-14,2227,4802,51,321,"C172,C155,C145,C092,C025,C098,C121"
U01567,tara02640,tara02640@yahoo.com,user,2024-07-09,2660,375,86,182,"C195,C062,C137,C086,C127,C059,C111,C144"
U01568,stephen2917,stephen2917@gmail.com,user,2024-03-21,4629,1122,59,210,C053
U01569,ian22479,ian22479@gmail.com,user,2025-07-27,594,840,174,499,"C113,C184,C035,C057,C189,C055,C056,C095,C025"
U01570,darylchaney38,darylchaney38@hotmail.com,user,2025-04-01,3351,985,71,329,"C116,C054,C024,C088,C061,C157,C031,C065,C154,C138"
U01571,scottwood765,scottwood765@gmail.com,user,2025-08-14,1975,361,121,352,"C139,C043,C169,C194,C179"
U01572,wadetiffany747,wadetiffany747@gmail.com,user,2025-10-16,4010,1772,105,454,"C026,C023,C129,C150,C059,C148"
U01573,shane28285,shane28285@yahoo.com,user,2025-06-24,2858,2923,192,231,"C179,C043,C007,C190,C025,C161,C147,C006,C171"
U01574,knapprichard282,knapprichard282@yahoo.com,user,2025-09-30,1285,1918,188,23,"C051,C054,C034"
U01575,staciereilly303,staciereilly303@gmail.com,user,2025-05-28,3682,1848,158,68,C031
U01576,cordovaamy744,cordovaamy744@hotmail.com,user,2024-06-07,3003,2454,175,221,"C177,C017,C041"
U01577,deborah47486,deborah47486@yahoo.com,user,2024-05-13,3068,287,136,89,"C028,C022,C196,C041,C055,C019,C040"
U01578,laurenchandler426,laurenchandler426@yahoo.com,user,2024-06-27,1361,2180,182,266,"C174,C136,C152,C150,C085,C116,C041,C153,C137"
U01579,hannah70677,hannah70677@gmail.com,user,2024-12-14,3480,1410,156,428,"C072,C081,C067,C156,C055,C188,C198,C006"
U01580,parkerrichard201,parkerrichard201@gmail.com,user,2024-10-18,4386,3808,23,447,"C030,C178,C033,C014,C059,C189,C180,C137,C029,C144"
U01581,uhoward491,uhoward491@gmail.com,user,2025-05-19,4756,1107,13,265,"C138,C060,C033"
U01582,brandywalker247,brandywalker247@yahoo.com,user,2025-01-29,4971,4453,18,123,"C142,C022,C087,C135,C138,C024,C067,C086,C141"
U01583,andrewryan140,andrewryan140@yahoo.com,user,2024-02-04,3503,4018,52,71,"C179,C163,C023,C133"
U01584,daughertypreston152,daughertypreston152@yahoo.com,user,2024-02-25,3458,4478,20,377,"C118,C043,C175,C071,C087,C008"
U01585,carrie8034,carrie8034@hotmail.com,user,2025-08-28,223,198,185,15,"C083,C043"
U01586,raymond65776,raymond65776@yahoo.com,user,2025-05-09,4799,664,21,352,"C124,C026,C113,C138"
U01587,alexander55664,alexander55664@yahoo.com,user,2025-09-03,4955,211,184,76,"C081,C098,C173,C030,C130,C166"
U01588,fsawyer297,fsawyer297@gmail.com,user,2024-07-21,1304,696,139,416,"C154,C172,C148"
U01589,afigueroa553,afigueroa553@yahoo.com,user,2025-01-16,4278,627,38,89,"C129,C160,C011,C081,C098"
U01590,frank66481,frank66481@gmail.com,user,2024-12-03,3828,215,11,306,C001
U01591,thomaskevin678,thomaskevin678@hotmail.com,user,2024-07-09,3095,2829,162,174,"C093,C186"
U01592,carl96529,carl96529@gmail.com,user,2024-04-26,3319,3094,144,62,"C106,C039,C069,C131"
U01593,ortizrobin234,ortizrobin234@yahoo.com,admin,2024-10-14,401,2999,79,420,"C148,C097,C187"
U01594,angelapage43,angelapage43@gmail.com,user,2024-01-31,3848,434,104,106,"C106,C155,C158,C143"
U01595,jacobjames472,jacobjames472@hotmail.com,user,2025-09-02,139,4307,47,64,"C016,C069"
U01596,twilliams822,twilliams822@hotmail.com,user,2024-04-05,3208,2071,135,63,"C136,C190,C002,C067,C161,C188,C165,C046,C141"
U01597,troy73972,troy73972@gmail.com,user,2024-07-12,4224,1588,96,367,"C136,C166,C017,C103"
U01598,moorekevin275,moorekevin275@hotmail.com,user,2025-06-06,536,1159,178,204,"C174,C076,C186,C044,C134,C147,C166,C172,C171,C188"
U01599,qmartinez315,qmartinez315@yahoo.com,user,2024-05-03,169,1988,107,387,"C095,C185,C186"
U01600,swhite866,swhite866@hotmail.com,user,2024-06-15,852,2536,199,128,"C119,C011"
U01601,anthonyhubbard842,anthonyhubbard842@yahoo.com,user,2025-05-05,3193,1283,90,484,"C194,C075,C011,C048,C104,C059"
U01602,georgemichael739,georgemichael739@yahoo.com,user,2024-09-21,4452,1531,75,98,C172
U01603,ooneill87,ooneill87@hotmail.com,user,2024-08-27,3368,2292,74,262,"C136,C130,C006,C198,C058,C188,C028,C095,C062,C143"
